,f_t,f_v,f_u
504,1597821942.009807,1.0451392982595853,0.15000000596046448
505,1597821942.049683,0.947588917522169,0.15000000596046448
506,1597821942.069697,0.9479090317388396,0.15000000596046448
507,1597821942.109574,0.9499610339058501,0.15000000596046448
508,1597821942.149594,0.9519504197191693,0.15000000596046448
509,1597821942.169587,0.9520497310619105,0.15000000596046448
510,1597821942.209737,0.9538591155272105,0.15000000596046448
511,1597821942.249653,0.8991218979473335,0.15000000596046448
512,1597821942.269727,0.8990192930188878,0.15000000596046448
513,1597821942.309678,0.9001155528981194,0.15000000596046448
514,1597821942.349606,0.901141292588336,0.15000000596046448
515,1597821942.369511,0.9008298245063109,0.15000000596046448
516,1597821942.409484,0.9016855113961748,0.15000000596046448
517,1597821942.449701,0.9024814699442474,0.15000000596046448
518,1597821942.46953,0.8072973542603641,0.15000000596046448
519,1597821942.509462,0.8069385933780867,0.15000000596046448
520,1597821942.549509,0.8065254517243935,0.15000000596046448
521,1597821942.569551,0.8056397178860827,0.15000000596046448
522,1597821942.609533,0.8050838470874256,0.15000000596046448
523,1597821942.649591,0.8015590127682138,0.15000000596046448
524,1597821942.669317,0.8007254173771516,0.15000000596046448
525,1597821942.709625,0.8001798801161571,0.15000000596046448
526,1597821942.749458,0.799569419967783,0.15000000596046448
527,1597821942.769366,0.7985784110014289,0.15000000596046448
528,1597821942.809325,0.7978300982796069,0.15000000596046448
529,1597821942.849327,0.7688723545845225,0.15000000596046448
530,1597821942.869261,0.7678286636504211,0.15000000596046448
531,1597821942.909333,0.7667739051918757,0.15000000596046448
532,1597821942.949355,0.7656664932501819,0.15000000596046448
533,1597821942.969361,0.7644750140657542,0.15000000596046448
534,1597821943.009268,0.7632386476054239,0.15000000596046448
535,1597821943.049223,0.7433304303766131,0.15000000596046448
536,1597821943.069391,0.7421391980299912,0.15000000596046448
537,1597821943.10928,0.7407305912856258,0.15000000596046448
538,1597821943.149299,0.7392717642905142,0.15000000596046448
539,1597821943.169355,0.7379437168961505,0.15000000596046448
540,1597821943.209304,0.7363656444187031,0.15000000596046448
541,1597821943.249137,0.7347361794580142,0.15000000596046448
542,1597821943.269154,0.5300445220278154,0.15000000596046448
543,1597821943.309125,0.5255698943721535,0.15000000596046448
544,1597821943.349154,0.5210595416423054,0.15000000596046448
545,1597821943.369152,0.5184172742804685,0.15000000596046448
546,1597821943.409151,0.5138402971357036,0.15000000596046448
547,1597821943.449157,0.695449089919443,0.15000000596046448
548,1597821943.46913,0.6941283364346659,0.15000000596046448
549,1597821943.508992,0.6923718382129956,0.15000000596046448
550,1597821943.549046,0.6905674141408642,0.15000000596046448
551,1597821943.568979,0.6891250087499584,0.15000000596046448
552,1597821943.609072,0.6872129194794808,0.15000000596046448
553,1597821943.64903,0.7115265791256224,0.15000000596046448
554,1597821943.669046,0.7103988372647202,0.15000000596046448
555,1597821943.709106,0.7089989700838703,0.15000000596046448
556,1597821943.749047,0.707557326275352,0.15000000596046448
557,1597821943.769099,0.706307849844766,0.15000000596046448
558,1597821943.808983,0.7047614580243865,0.15000000596046448
559,1597821943.848967,0.7031675906692859,0.15000000596046448
560,1597821943.869152,0.6584683595410733,0.15000000596046448
561,1597821943.908882,0.656396222129518,0.15000000596046448
562,1597821943.948966,0.6542758389516691,0.15000000596046448
563,1597821943.968844,0.6527687237670657,0.15000000596046448
564,1597821944.00888,0.6505598634693536,0.15000000596046448
565,1597821944.048926,0.5232166238249919,0.15000000596046448
566,1597821944.069019,0.5208754090964429,0.15000000596046448
567,1597821944.108765,0.516829762620573,0.15000000596046448
568,1597821944.148823,0.5127295172293771,0.15000000596046448
569,1597821944.16895,0.5103109937933157,0.15000000596046448
570,1597821944.208883,0.5061570334513271,0.15000000596046448
571,1597821944.248842,0.5335245767987487,0.15000000596046448
572,1597821944.2688,0.5314204455756399,0.15000000596046448
573,1597821944.308813,0.5277988518376504,0.15000000596046448
574,1597821944.348796,0.5241511880941703,0.15000000596046448
575,1597821944.368794,0.5219682890273101,0.15000000596046448
576,1597821944.408789,0.5182538877200666,0.15000000596046448
577,1597821944.448869,0.7168954670968755,0.0
578,1597821944.468775,0.7162118207186837,0.0
579,1597821944.50869,0.7156172190515101,0.0
580,1597821944.548677,0.7149831615935751,0.0
581,1597821944.568691,0.7141874011014037,0.0
582,1597821944.608732,0.7134551195563962,0.0
583,1597821944.648818,0.7126799533956079,0.0
584,1597821944.668612,0.6683701828736024,0.0
585,1597821944.708674,0.6670869814352366,0.0
586,1597821944.74872,0.6657694348186809,0.0
587,1597821944.768551,0.6646995428353079,0.0
588,1597821944.808681,0.6632960446726643,0.0
589,1597821944.848563,0.6919300672802499,0.0
590,1597821944.868659,0.691118908475881,0.0
591,1597821944.90869,0.690205785314009,0.0
592,1597821944.948611,0.6892564783234212,0.0
593,1597821944.968646,0.6883425494797702,0.0
594,1597821945.00863,0.6873034229092823,0.0
595,1597821945.048664,0.6802565429261151,0.0
596,1597821945.068647,0.6793929722894227,0.0
597,1597821945.108646,0.6783441760735758,0.0
598,1597821945.148497,0.6772620542953992,0.0
599,1597821945.168401,0.6763016298541005,0.0
600,1597821945.208438,0.6751332419904972,0.0
601,1597821945.248499,0.6739274026334751,0.0
602,1597821945.268479,0.6456884446220573,0.0
603,1597821945.308502,0.6442060003429689,0.0
604,1597821945.348485,0.6426940130157649,0.0
605,1597821945.368457,0.6415690366066276,0.0
606,1597821945.408388,0.6399834811627748,0.0
607,1597821945.448432,0.6276014074781177,0.0
608,1597821945.468309,0.6264436746951055,0.0
609,1597821945.508305,0.6247161362438157,0.0
610,1597821945.548269,0.6229596297489133,0.0
611,1597821945.568347,0.6217129940850651,0.0
612,1597821945.608354,0.6198826487929391,0.0
613,1597821945.648279,0.47143588115279833,0.0
614,1597821945.668395,0.4692034050306022,0.0
615,1597821945.708348,0.46520110782774715,0.0
616,1597821945.74823,0.46118499244035555,0.0
617,1597821945.768252,0.4589073203061726,0.0
618,1597821945.808272,0.4548328526502844,0.0
619,1597821945.848247,0.4772150810257124,0.0
620,1597821945.868248,0.4751895759763717,0.0
621,1597821945.908265,0.47156830862746796,0.0
622,1597821945.948178,0.46793508360715746,0.0
623,1597821945.96825,0.4658498374119221,0.0
624,1597821946.008149,0.4621709757469569,0.0
625,1597821946.048166,0.45846138634626804,0.0
626,1597821946.068111,0.45234630240717333,0.0
627,1597821946.108072,0.4486762884859584,0.0
628,1597821946.14816,0.44497840304419334,0.0
629,1597821946.168179,0.4429016540365636,0.0
630,1597821946.208137,0.43917335417489345,0.0
631,1597821946.248161,0.5896368553231427,0.0
632,1597821946.268197,0.5887233853481129,0.0
633,1597821946.308181,0.5874033191746854,0.0
634,1597821946.347889,0.586063327166526,0.0
635,1597821946.367926,0.585078259918054,0.0
636,1597821946.407996,0.5836691076849775,0.0
637,1597821946.447991,0.5134542449506084,0.0
638,1597821946.467995,0.5120322805717962,0.0
639,1597821946.507987,0.5096212805434236,0.0
640,1597821946.548046,0.5071864098312786,0.0
641,1597821946.567825,0.5057178489627129,0.0
642,1597821946.607885,0.5032332374966163,0.0
643,1597821946.647974,0.5007251237265764,0.0
644,1597821946.667896,0.3599750121566592,0.0
645,1597821946.707835,0.3554248108440503,0.0
646,1597821946.747814,0.35085895652016236,0.0
647,1597821946.767901,0.3483976438376809,0.0
648,1597821946.807906,0.34380322204451125,0.0
649,1597821946.850664,0.4385299284788209,0.0
650,1597821946.867938,0.4370088415765145,0.0
651,1597821946.907724,0.433970033948927,0.0
652,1597821946.947939,0.43088567139511463,0.0
653,1597821946.967663,0.4291570018845927,0.0
654,1597821947.007733,0.4260430381867947,0.0
655,1597821947.047826,0.4583617368171301,0.0
656,1597821947.067727,0.456951105493245,0.0
657,1597821947.107702,0.4544822976401804,0.0
658,1597821947.147712,0.45199627386423036,0.0
659,1597821947.167797,0.4505308499181398,0.0
660,1597821947.207687,0.4480128136181378,0.0
661,1597821947.247651,0.4765828401664918,0.0
662,1597821947.267645,0.475388556981895,0.0
663,1597821947.307732,0.4733615782048958,0.0
664,1597821947.347694,0.4713228911515683,0.0
665,1597821947.367781,0.4700764089226626,0.0
666,1597821947.407728,0.4679969183551685,0.0
667,1597821947.447795,0.465894434313031,0.0
668,1597821947.467888,0.37781339011486026,0.0
669,1597821947.507752,0.37443173069431784,0.0
670,1597821947.547576,0.37104095844304547,0.0
671,1597821947.567772,0.3691607200540757,0.0
672,1597821947.607648,0.3657374924541231,0.0
673,1597821947.647946,0.3699251731162498,0.0
674,1597821947.66762,0.368174169788586,0.0
675,1597821947.707513,0.36490246991507275,0.0
676,1597821947.747534,0.3616099169627483,0.0
677,1597821947.767503,0.3598053492010775,0.0
678,1597821947.807612,0.3564794047922199,0.0
679,1597821947.847375,0.26782748362072445,0.0
680,1597821947.867451,0.2654204316302122,0.0
681,1597821947.907364,0.26082681305443234,0.0
682,1597821947.947478,0.25620542941149405,0.0
683,1597821947.967378,0.25380177941845655,0.0
684,1597821948.007372,0.24918116215521574,0.0
685,1597821948.047456,0.23257339385708795,0.0
686,1597821948.067384,0.23009586099526194,0.0
687,1597821948.107465,0.22527933959979457,0.0
688,1597821948.147479,0.2204649939790774,0.0
689,1597821948.16747,0.21796685732177318,0.0
690,1597821948.207261,0.21316751337198758,0.0
691,1597821948.247351,0.2296791571076703,0.0
692,1597821948.267443,0.22735957266129703,0.0
693,1597821948.307292,0.2229162118616183,0.0
694,1597821948.347321,0.21844878580272803,0.0
695,1597821948.367239,0.21613536193618113,0.0
696,1597821948.407364,0.21164782282953223,0.0
697,1597821948.44734,0.1992723301578924,0.0
698,1597821948.467229,0.19693389385646135,0.0
699,1597821948.507239,0.1923684136784793,0.0
700,1597821948.547201,0.1878059204599572,0.0
701,1597821948.567276,0.1854393862958053,0.0
702,1597821948.607268,0.1808687558590629,0.0
703,1597821948.647208,0.1825039037100704,0.0
704,1597821948.667329,0.18020823360374055,0.0
705,1597821948.707105,0.175791523572443,0.0
706,1597821948.747292,0.17133033675797352,0.0
707,1597821948.767248,0.16904858957668126,0.0
708,1597821948.807265,0.16460499853961524,0.0
709,1597821948.847287,0.11962565227306984,0.0
710,1597821948.867188,0.1170814572709964,0.0
711,1597821948.907133,0.1120618425212318,0.0
712,1597821948.947154,0.10704160784040985,0.0
713,1597821948.967162,0.10449574491975386,0.0
714,1597821949.007068,0.09950740334829843,0.0
715,1597821949.007068,0.113128016634631,0.0
716,1597821949.017068,0.11185728348142408,0.0
717,1597821949.027068,0.11058627199807756,0.0
718,1597821949.037068,0.10931499584632842,0.0
719,1597821949.0470679,0.10804346906680751,0.0
720,1597821949.0570679,0.10677170590746489,0.0
721,1597821949.0670679,0.105499720912305,0.0
722,1597821949.0770679,0.1299976726674584,0.0
723,1597821949.0870678,0.12882205374665154,0.0
724,1597821949.0970678,0.12764590489171024,0.0
725,1597821949.1070678,0.12646923613634012,0.0
726,1597821949.1170678,0.12529205793839418,0.0
727,1597821949.1270678,0.11765539289300818,0.0
728,1597821949.1370678,0.11645881202977557,0.0
729,1597821949.1470678,0.11526183943276398,0.0
730,1597821949.1570678,0.11406448646545747,0.0
731,1597821949.1670678,0.11286676476189292,0.0
732,1597821949.1770678,0.11166868608414579,0.0
733,1597821949.1870677,0.10199230640500714,0.0
734,1597821949.1970677,0.10076816980845299,0.0
735,1597821949.2070677,0.09954381607825125,0.0
736,1597821949.2170677,0.09831925812245067,0.0
737,1597821949.2270677,0.09709450908335981,0.0
738,1597821949.2370677,0.09586958240283636,0.0
739,1597821949.2470677,0.09464449169639877,0.0
740,1597821949.2570677,0.08513981485256815,0.0
741,1597821949.2670677,0.0838898013171663,0.0
742,1597821949.2770677,0.08263975746482907,0.0
743,1597821949.2870677,0.08138969798156181,0.0
744,1597821949.2970676,0.08013963776890437,0.0
745,1597821949.3070676,0.07345906134214865,0.0
746,1597821949.3170676,0.07219227978175889,0.0
747,1597821949.3270676,0.0709255884283446,0.0
748,1597821949.3370676,0.06965900282108964,0.0
749,1597821949.3470676,0.06839253881050451,0.0
750,1597821949.3570676,0.06712621247203804,0.0
751,1597821949.3670676,0.060551486754882734,0.0
752,1597821949.3770676,0.059269259168429726,0.0
753,1597821949.3870676,0.057987255508578556,0.0
754,1597821949.3970675,0.05670549243996844,0.0
755,1597821949.4070675,0.05542398685376294,0.0
756,1597821949.4170675,0.054142755936120994,0.0
757,1597821949.4270675,0.048531459689178644,0.0
758,1597821949.4370675,0.04723751294543879,0.0
759,1597821949.4470675,0.04594391130349147,0.0
760,1597821949.4570675,0.044650672422669284,0.0
761,1597821949.4670675,0.043357814183524426,0.0
762,1597821949.4770675,0.04206535471197051,0.0
763,1597821949.4870675,0.040773312363684845,0.0
764,1597821949.4970675,0.03581985481633837,0.0
765,1597821949.5070674,0.03451794456176659,0.0
766,1597821949.5170674,0.03321654260634918,0.0
767,1597821949.5270674,0.03191567231698274,0.0
768,1597821949.5370674,0.03061535807441654,0.0
769,1597821949.5470674,0.02694391289602256,0.0
770,1597821949.5570674,0.025636513811315587,0.0
771,1597821949.5670674,0.02432966865299792,0.0
772,1597821949.5770674,0.0230233967309632,0.0
773,1597821949.5870674,0.021717717581393115,0.0
774,1597821949.5970674,0.020412651049472146,0.0
775,1597821949.6070673,0.01724745576580122,0.0
776,1597821949.6170673,0.015937700967259875,0.0
777,1597821949.6270673,0.014628589994663118,0.0
778,1597821949.6370673,0.01332014303887892,0.0
779,1597821949.6470673,0.012012380677254278,0.0
780,1597821949.6570673,0.010705323971973017,0.0
781,1597821949.6670673,0.009398994646434804,0.0
782,1597821949.6770673,0.007156938374365464,0.0
783,1597821949.6870673,0.0058597156765317964,0.0
784,1597821949.6970673,0.004569400339776089,0.0
785,1597821949.7070673,0.00329326796478888,0.0
786,1597821949.7170672,0.0020564615816289645,0.0
787,1597821949.7270672,8.016426117333548e-06,0.0
788,1597821949.7370672,0.0013068581062272969,0.0
789,1597821949.7470672,0.002612392945293887,0.0
790,1597821949.7570672,0.0039171226100662825,0.0
791,1597821949.7670672,0.005221019987345618,0.0
792,1597821949.7770672,0.006524062630412044,0.0
793,1597821949.7870672,0.007696107303968051,0.0
